mssv,IT001,IT003,IT004,IT005,IT007,MA003,MA004,MA005,MA006,IT002
082BFDC5XPvAibaEXe8w1z3B0Nfbk8u35dHToArE,5.0,2.9,8.2,7.5,8.3,8.6,9.7,8.2,8.2,3.3
0835A296XPvAibaEXe+WyjAMa+c6gl9Iw5QpdaDA,9.2,0.8,4.5,5.9,6.5,7.6,5.0,4.6,6.5,2.8
083A7395XPvAibaEXe+QctIYCWb8TDKLqdRGe1ks,4.1,3.0,2.8,3.0,2.8,5.1,5.7,5.3,6.0,3.4
0843D042XPvAibaEXe9xLAZM12QrYP2pbxIquXL1,8.3,8.0,8.2,8.3,8.5,7.3,9.3,8.0,8.9,8.6
08624366XPvAibaEXe80F7xvyMuvyPVvrG7GXaRO,9.7,9.2,9.8,9.9,9.8,9.3,9.7,9.4,9.5,9.1
0862B608XPvAibaEXe9i7Lm5hcsAnxxUOt0fMFu4,8.8,7.5,8.6,7.3,8.5,8.3,9.1,9.4,8.4,7.2
0869AC1AXPvAibaEXe9puzAyruoCKS8Bvkqa7arm,7.4,7.0,7.5,6.5,9.3,8.0,6.8,10.0,7.4,8.9
086DF147XPvAibaEXe/q/d6S7LoUw4tVaLlsfE7p,6.9,7.6,5.0,5.9,6.4,8.6,7.4,6.3,8.8,5.2
08782EBCXPvAibaEXe9zVZKaStZ09MV9x0bcbU8i,7.2,7.6,8.1,6.6,8.0,9.4,9.3,9.0,9.7,8.0
087F9635XPvAibaEXe+FH4ihHxkt6fl0rux3/xah,8.0,8.7,9.8,8.4,9.4,9.9,9.7,10.0,9.5,8.7
088611CDXPvAibaEXe+y9Z7iOH0a5LT21fktdHMZ,7.2,3.1,6.9,7.9,6.8,8.8,9.5,9.2,7.4,6.7
0886B112XPvAibaEXe9nkv6/o6b5EZOqnlwcizGv,9.2,9.1,9.9,9.6,8.7,8.8,8.8,8.4,8.7,9.2
088B76A4XPvAibaEXe8wj1bWOnrKYQKrIGLhaxdW,7.6,8.9,6.4,7.9,8.1,7.6,7.9,8.0,9.0,7.4
089DDED5XPvAibaEXe9ev1y8S3u0zJ9MuVADX9qd,7.9,8.8,8.8,7.6,8.0,6.9,8.2,6.8,8.4,8.5
089EAE6CXPvAibaEXe80F7xvyMuvyGDMD16yBhIm,8.6,8.3,6.7,7.3,8.1,7.6,9.4,8.6,9.2,8.5
08B2C14EXPvAibaEXe/nw3DhNQnHf02cfEIDMqEZ,7.2,8.6,6.9,7.0,6.7,5.7,6.8,7.4,6.3,6.0
08C31EA1XPvAibaEXe9S88+OcosOZqnTmRMU0jY6,7.5,7.1,5.2,6.5,5.8,6.2,6.7,6.7,8.4,6.5
08CBD18EXPvAibaEXe+rucNIMwNDA5sDARWnhseX,5.0,2.1,3.4,4.6,6.5,4.4,3.5,7.5,3.6,4.8
08CC6C51XPvAibaEXe8EJVSfQ2zj46hwCkdNcB96,5.7,6.9,7.1,7.5,6.7,7.8,7.4,8.4,8.3,6.5
08E0A92DXPvAibaEXe/PrIR+BvN04TEVtyCQ5wQy,9.0,9.0,9.8,8.5,9.8,9.8,10.0,10.0,9.7,8.0
08ED07F3XPvAibaEXe8LH8F9PEYD5e48wGuSyRKU,9.1,9.5,8.4,8.1,7.9,8.5,9.5,8.6,9.7,8.5
08F35A6DXPvAibaEXe9Vh8FJ4R+4oW19SLv2wQSP,8.5,8.3,9.2,7.9,9.0,9.8,10.0,7.4,9.7,9.5
08F7EA47XPvAibaEXe85qP6RA1XpqnfXLLiqhSVu,6.6,0.2,8.0,6.3,6.4,5.2,6.1,7.0,5.8,7.2
08FD0214XPvAibaEXe9tz4fJBCYpd4XpFyTLbc7r,7.1,5.6,0.0,1.6,0.0,3.2,4.5,5.7,2.9,4.5
08FD8863XPvAibaEXe+DniE7HQhZziH82X2C3hNu,8.6,8.6,8.1,7.4,8.8,8.8,9.3,7.2,8.8,8.1
090FCB02XPvAibaEXe9gkNN06c3nLQLIoItIEhOF,9.0,9.0,9.4,9.3,8.9,9.2,8.2,9.0,9.1,8.9
09136C26XPvAibaEXe8Wb350a8ibngGn7z1HgeSI,6.4,8.1,8.4,6.8,7.8,7.6,5.4,7.8,8.4,5.0
091FB345XPvAibaEXe9ro8CnHiMdMf0VnLAJKgsS,8.1,7.9,6.4,7.1,5.9,6.8,8.3,7.7,9.2,7.4
09238D06XPvAibaEXe+M91Hzrx3qMP7qlUOm2nUh,9.0,7.7,8.0,6.0,8.0,5.4,9.3,8.5,8.2,6.8
09241D2EXPvAibaEXe+0Dwp+QXLoYjcQFAwpo9Qj,9.1,9.2,7.5,8.5,7.9,8.7,8.5,5.6,7.0,5.5
092B0611XPvAibaEXe/MiYlGBnfqwxeQheHROhno,8.0,8.5,8.2,8.4,8.8,9.4,9.4,8.4,7.7,8.8
09429711XPvAibaEXe8WrK/T746TF/BjmWxpsXTa,7.4,8.0,9.5,6.6,9.0,5.6,6.6,7.3,8.5,7.8
0961B3C3XPvAibaEXe/U36FI9OTo3ZILGRc5nd+M,7.2,7.9,7.5,5.4,7.9,9.3,7.8,8.4,7.6,7.3
096E14B9XPvAibaEXe+b/3AZFelvL+xMOTwroTmR,6.3,6.8,5.8,7.5,6.1,7.2,8.6,6.1,8.0,7.7
09792F8AXPvAibaEXe/EbCJQv4uheBJq+S2/WJDS,9.3,9.3,9.4,8.4,8.7,9.7,9.7,9.7,9.8,9.2
09931C7FXPvAibaEXe/dYcwBMKwcl7sX3yx1mZX7,9.0,8.0,7.1,7.4,7.7,8.3,8.9,8.9,9.4,9.1
09C25251XPvAibaEXe+YJRASjo8CNMujsy3gwYqm,9.1,9.6,9.5,7.6,7.9,9.8,8.2,9.5,10.0,9.5
09C5F90EXPvAibaEXe++P1Ki321T8WzWUflk+Nbj,8.1,8.6,8.0,7.5,7.5,7.3,8.5,9.7,9.5,8.4
09D1E4FDXPvAibaEXe8JWtGEakXx02sNszmwsxan,6.6,8.1,5.7,5.8,7.4,8.5,8.6,9.2,9.2,7.0
09DE3A51XPvAibaEXe/GEP39G15BdRSEDU3D3+LV,6.1,7.4,5.1,5.5,6.2,8.0,6.6,5.5,5.9,6.6
09EA1246XPvAibaEXe9N+b7C2VGPs7VmmYGpq5S4,5.0,6.0,5.1,6.2,6.1,5.6,7.0,7.6,7.6,5.4
09EB196CXPvAibaEXe8p9EUNm1rzju5Q0NrYf1kY,8.6,7.7,5.7,6.5,6.9,8.2,6.0,7.7,7.7,7.5
09F0A19FXPvAibaEXe8++PXLWOU+ZFbW3spLmz/c,6.7,9.3,7.8,7.1,7.9,6.0,7.9,8.5,7.7,9.0
09F70DDEXPvAibaEXe8iJ6xNoa85bmrJR3p9zQD3,5.3,5.9,5.0,5.4,7.1,7.5,7.5,6.5,7.2,6.2
0A0624B8XPvAibaEXe9CtFSNMbfIz13+0RDE3Ypj,7.0,5.2,6.5,8.5,7.4,6.3,8.0,7.5,5.0,5.1
0A07B854XPvAibaEXe9lS7ZPzPt7VLSgGLCh/mhV,9.2,9.1,8.8,9.3,9.5,9.1,10.0,9.6,10.0,8.7
0A200A20XPvAibaEXe/Yd5khqDzvKFqSmuEwx/ba,7.2,6.1,8.7,8.5,8.1,6.3,6.8,8.0,7.1,9.0
0A292988XPvAibaEXe/5JaXZuY2MgMLfLQn4Ny7B,9.4,9.3,8.4,7.9,9.4,6.4,8.9,8.2,8.9,9.0
0A2BAED8XPvAibaEXe9agUz/x4Y2HrxHyX4wDH4m,7.6,9.6,10.0,9.0,9.2,8.8,9.6,10.0,9.3,7.9
0A2E8D02XPvAibaEXe+HozZBb+7rZ38QviMj8FHH,5.2,6.5,6.2,7.1,6.4,6.1,6.3,7.9,8.9,6.0
0A324E05XPvAibaEXe/4brcB/U30UnHXS3+h8gPy,7.3,6.2,7.3,8.1,7.7,7.1,9.1,7.3,8.3,7.8
0A4E80D9XPvAibaEXe+U9ZkhoRAmyv0ZSlRKu8cn,8.0,8.5,10.0,9.6,9.8,9.2,9.4,8.8,8.0,9.5
0A69D9BBXPvAibaEXe/yTqQKv0UsdQB4zgad4eTm,7.1,9.7,9.4,8.6,8.5,6.2,8.8,9.1,8.4,5.5
0A73079AXPvAibaEXe+KaiYHkmXYCa8n8sqo2JAo,8.4,6.2,6.4,3.3,5.8,6.3,4.1,3.9,3.9,3.7
0A760F8CXPvAibaEXe/31hnRTOuccl9lZapWa2UM,6.6,2.9,3.2,6.3,4.0,4.1,4.0,3.5,6.1,2.0
0A908E06XPvAibaEXe/V92w6Vxv2r+Oj7xXUTRvt,7.6,7.2,5.1,7.3,6.4,6.6,5.6,8.3,7.2,6.5
0AA9CE52XPvAibaEXe/k16nYNlOi0aIXMSL7mown,6.0,7.1,8.5,7.9,6.3,5.1,6.6,7.6,8.0,5.3
0AAA839BXPvAibaEXe/pnXUIwMJHJvaSCkrHWZjB,6.5,5.5,5.5,5.8,5.7,5.3,6.3,5.0,5.0,5.7
0ABFC955XPvAibaEXe+QXV6QJP/7hNRJwYN/Fp4e,9.2,8.5,9.3,9.5,8.3,9.3,10.0,8.3,10.0,8.4
0AC1DB62XPvAibaEXe9G0KjvrV48k+gBRzqM9XbW,6.9,3.4,3.1,6.5,5.5,6.0,7.9,4.4,7.5,3.1
0AC3D7F9XPvAibaEXe//3t8+us0X0rXqlaSwbAVq,8.5,5.0,6.9,6.5,5.2,8.3,8.4,6.1,5.0,5.0
0ACCE1C5XPvAibaEXe8oz3/loyZiHLWx0e1WRRc8,9.6,9.6,10.0,8.8,8.6,8.5,9.7,9.1,9.8,6.4
0AD8844BXPvAibaEXe9Xj8SSEVd/jfkg3jfYtK/N,8.4,9.3,8.8,8.1,9.0,7.1,7.8,8.4,8.0,6.9
0AEAD120XPvAibaEXe/Ep1mHRpPbrFEpTM7VKF8G,2.5,0.0,0.0,0.0,0.0,6.1,1.0,5.9,0.0,0.0
0B09A72FXPvAibaEXe/8adMMWxG4mXKjtkhKc56U,8.8,9.6,9.1,7.4,8.0,9.7,7.3,9.0,8.6,8.4
0B14E0B3XPvAibaEXe9WkeUltvPYd/efXB9DaOem,8.7,8.1,8.3,8.7,9.1,9.7,9.1,9.1,8.4,8.4
0B312C42XPvAibaEXe9Rxq3EQECnGR9wTGJwVojS,7.0,7.7,5.0,5.6,6.9,7.3,5.1,5.4,5.0,5.1
0B42CB86XPvAibaEXe+aquNtcMIbv99lkiYwFMH9,5.8,5.6,5.7,6.4,6.4,9.1,8.6,6.5,5.6,4.3
0B44DD5FXPvAibaEXe9MnecufC0W/lktvrO5PJs9,9.2,8.8,7.7,9.6,6.9,7.3,9.7,8.9,9.5,9.4
0B572ED1XPvAibaEXe+WyjAMa+c6giNzvWUiY0bY,7.3,5.7,8.6,7.8,6.2,7.7,6.8,10.0,7.9,5.0
0B6F473CXPvAibaEXe/HJrkqSpA43Xipbmnn4TG2,6.6,7.2,6.2,6.9,6.5,8.3,8.2,6.7,6.7,5.3
0B770EDDXPvAibaEXe/OS4eb0G5N4mWykgCvQ5ep,7.8,8.5,6.7,6.3,7.3,7.2,7.0,7.0,5.8,5.5
0B82CCF5XPvAibaEXe9Xj8SSEVd/jY12Rgu3JOo2,8.8,9.4,8.7,9.0,9.3,5.7,9.2,9.0,8.4,8.7
0B8EF2B4XPvAibaEXe/HUuIVo8uCR+LcRu1I63oY,6.2,4.3,5.0,5.6,5.7,6.0,7.0,5.6,3.0,5.9
0BA90F94XPvAibaEXe+4OTPvnL5gPzvycskG3dec,5.5,7.3,6.5,6.2,7.9,7.4,8.8,5.7,6.6,5.7
0BBE84FAXPvAibaEXe8ZCBSJNuktiLx9qlHzH/pa,7.4,6.3,7.5,6.4,7.6,7.2,7.0,6.9,5.9,5.7
0BE94EA7XPvAibaEXe8xE9+hjZHGkgFZrILoUVEJ,9.4,7.4,9.0,7.4,7.4,9.1,7.8,9.2,9.5,8.4
0BF68249XPvAibaEXe8T4RHts6jRY2DkooBmXYBN,6.6,8.7,6.8,8.4,7.9,6.1,7.0,8.2,8.0,8.8
0BFEEE4BXPvAibaEXe+b6DqXDWl+u18pf4FKPL0W,8.9,6.1,7.5,7.4,6.6,7.7,8.2,7.9,6.6,6.1
0BFF8631XPvAibaEXe/JhqMYLzzrR3zo13sUE5xw,6.5,7.1,7.3,5.6,6.4,7.0,5.6,8.3,5.3,8.7
0C109FBDXPvAibaEXe+fj5Suc6/qnvamY/pGYsX4,7.8,4.4,7.4,7.0,8.3,7.7,6.4,8.1,6.9,6.4
0C14F23EXPvAibaEXe+Ssm9D7QPetO0Tq8bSIiTz,8.1,7.6,8.0,7.3,6.6,10.0,8.7,9.1,9.5,7.8
0C38BE95XPvAibaEXe+DUF+563kBvYCEG38xd2GL,8.5,7.8,7.1,7.1,8.6,8.5,8.6,9.2,9.4,7.8
0C49764AXPvAibaEXe8CZDRB45S33KYZVPakF+yZ,7.5,6.2,5.1,5.7,6.7,6.4,5.8,5.8,8.9,3.7
0C4D2DA4XPvAibaEXe/HZd2ATF04tJsAugnqQz/3,6.1,5.0,5.0,5.0,6.1,5.3,5.1,6.5,5.0,5.5
0C55F744XPvAibaEXe+L4+qEMJ/L9Xg/KtY2uB7M,7.2,7.5,5.8,5.6,6.4,8.4,8.4,8.2,5.9,6.5
0C6E74F5XPvAibaEXe91WmQmxUATiSUi3wViijTw,5.5,7.0,7.4,7.0,7.5,5.0,8.1,7.5,6.0,7.3
0C709244XPvAibaEXe+1xn1m12iBvkmQ18S46JHJ,5.7,7.6,6.6,6.0,8.1,8.7,7.6,7.3,6.5,7.6
0C71A94EXPvAibaEXe9xLM9bjmqfKT49uL0KYOwB,7.9,8.5,7.7,7.6,6.2,8.2,9.2,9.2,7.9,8.6
0C77106BXPvAibaEXe/NRwqjPAC0MErrzzQBtnng,8.5,7.3,9.5,6.7,7.5,6.0,8.2,7.6,7.1,5.5
0C79AF2FXPvAibaEXe/GgxgRg2iezlmvwIBf3n1i,8.8,8.9,9.7,9.3,8.0,9.4,9.2,8.7,9.0,8.8
0C893A49XPvAibaEXe/MFNByxh05b28wNbqwsCec,6.1,7.7,7.8,6.8,5.1,6.0,6.0,7.2,7.0,6.6
0C90FBD8XPvAibaEXe9KztDs5zkBQlorUxi1KRo5,9.5,9.7,9.9,9.0,9.7,10.0,9.7,9.3,10.0,9.1
0CA805CBXPvAibaEXe+jQfayvnobXixdI/dSeK4d,6.2,8.2,6.5,6.9,7.4,7.8,9.7,8.2,8.8,7.3
0CD1AC6BXPvAibaEXe9tVd6vhP62h3/dWX/lnb8D,7.0,6.1,6.5,6.6,7.6,7.6,9.2,6.8,7.0,6.7
0CE41879XPvAibaEXe9xO+RAnsxzc9z/6o3De3A1,7.5,8.5,8.2,8.4,8.9,8.8,7.8,8.0,9.4,8.4
0CFA91BBXPvAibaEXe9l64yhPVxhaVI7GGQ3DvFu,8.1,9.2,5.8,8.6,8.5,8.5,8.2,9.9,8.1,8.1
0D013B2CXPvAibaEXe/8VZV/juG2bW/4If+TRYUd,7.9,8.2,7.9,5.8,7.4,7.3,6.9,7.0,6.8,6.7
0D099817XPvAibaEXe/QLz2rC0qlTN31aJPhLzTb,5.4,7.8,6.8,5.7,6.6,5.9,6.5,7.3,5.4,7.0
0D250F97XPvAibaEXe/VynkpCVOuib691haCb4AO,5.4,6.1,5.1,6.8,7.0,7.2,7.1,6.1,8.9,6.6
0D25B7B4XPvAibaEXe9yRt5bXcOfsoxkwTgZfsWI,6.4,7.0,5.2,5.9,6.7,8.8,7.9,7.5,7.7,6.5
0D42CBBDXPvAibaEXe9tEkXNWDh2mmb56iMC7UDk,6.5,8.6,8.7,7.3,8.7,6.5,9.1,8.4,9.0,8.4
0D5711A8XPvAibaEXe/0WaLAM5c/YIOGjiiYt77w,5.6,5.8,5.1,6.6,6.3,5.2,5.4,5.2,5.7,6.0
0D638D19XPvAibaEXe/JhqMYLzzrRxowiJob8Ur4,6.4,6.2,7.1,5.5,5.9,5.2,5.9,7.4,6.0,6.2
0D8E347EXPvAibaEXe/6gqqbvLbYMxirR50rND05,7.4,7.6,6.5,6.0,5.5,6.4,5.2,8.2,5.9,5.4
0D980091XPvAibaEXe9u8ftW5AKWESCMlv3A+Gqi,7.2,6.6,6.8,7.5,8.1,8.2,9.4,9.0,8.0,6.2
0D9A63B9XPvAibaEXe951WuXHau+HxLHDUUfYLzw,5.0,6.6,5.7,6.8,7.7,6.3,9.0,6.9,8.9,6.6
0D9B1AFEXPvAibaEXe94sdmGYWWl8FiV/WYzNqOC,5.9,5.1,6.2,3.0,4.9,6.9,8.0,7.8,6.6,6.8
0DB31EA1XPvAibaEXe9nP2x7vQNdVabxKy545VHC,7.5,5.3,6.5,6.1,8.0,7.3,7.7,8.2,9.3,5.3
0DB73A95XPvAibaEXe9ZTltLMa5Dt6pvsO07AVTz,8.3,7.8,6.3,7.5,7.1,8.8,9.4,8.3,9.0,7.6
0DBCCDABXPvAibaEXe8FGyuwtFnKnMb43/h/1bI3,5.6,6.9,6.3,5.8,7.7,5.2,6.7,5.0,6.8,7.9
0DD436DDXPvAibaEXe+BSAh8mzSNVfF4tx39H5xl,8.0,7.9,7.2,7.6,8.8,7.0,7.2,6.3,7.0,7.3
0DE370C5XPvAibaEXe93zTruI/+aDEPB+SkJADIe,9.6,8.7,9.0,7.8,8.4,8.2,6.8,9.4,9.5,8.5
0DEECEB5XPvAibaEXe/yTqQKv0Usdd89ZSgbsVM6,8.6,8.8,9.4,7.9,8.2,6.8,7.7,7.0,7.2,8.1
0DF55F78XPvAibaEXe+aSLBxO6xKaEOh5GBN+Hmw,8.8,8.3,9.8,8.4,7.9,8.7,9.3,9.1,10.0,8.0
0DFFA3DAXPvAibaEXe9tz4fJBCYpd/Cjeu9MznLI,6.0,7.2,9.1,6.0,8.2,6.6,7.8,6.8,9.6,5.5
0E005675XPvAibaEXe9m0F2yptF5U4Q4jth/B4mp,6.0,6.9,4.4,5.0,6.7,7.0,6.0,6.5,5.0,6.1
0E008ABCXPvAibaEXe+D/rLOK41HOqhNUVfQH22s,8.2,7.8,7.2,6.8,6.1,5.6,8.5,8.4,8.0,6.9
0E01B42BXPvAibaEXe/nw3DhNQnHfx78goHY5uai,8.1,7.8,8.6,7.2,8.4,5.7,7.1,6.7,7.3,8.6
0E03C3E0XPvAibaEXe+QQPRhm8VpXNJh15C/ICyd,8.6,9.6,8.3,8.9,8.3,8.6,6.4,7.5,8.4,9.5
0E0A43FCXPvAibaEXe/vLuL4I6ayy57+hKyQCIH2,7.6,8.9,7.4,8.0,9.0,7.6,8.2,8.7,10.0,7.6
0E1A7BB3XPvAibaEXe8rZ8NuCiCoOd1q2gA6VxWj,6.4,7.8,8.3,7.3,8.2,8.7,7.1,9.5,8.6,8.5
0E1B821FXPvAibaEXe8SRnjkoZQJQl3sz3581FoJ,8.2,7.4,7.8,8.0,8.9,5.9,7.1,9.3,5.1,7.4
0E1EC00AXPvAibaEXe/O4Y61Y5ktaDanEr+KyH+M,5.9,7.4,7.2,6.5,2.7,6.1,6.5,8.5,7.6,6.3
0E1F9B22XPvAibaEXe+Ee/bNoyDJss9tsEhQqAHs,6.5,6.9,5.3,3.9,6.0,7.0,5.0,7.2,7.1,4.6
0E23E1BFXPvAibaEXe/HavVGti21aJvlK6tbGOhG,6.6,6.3,6.5,5.9,8.2,8.0,6.4,7.3,8.2,5.1
0E24D46BXPvAibaEXe+3IeSFe/CqDLQw1YBtMG+0,5.0,7.7,5.0,6.3,6.8,5.4,7.9,5.3,6.3,5.2
0E3CC85BXPvAibaEXe/7YVAxOsMwOq19C4IZbCNV,5.3,7.1,5.3,6.1,6.3,5.3,6.1,4.0,4.1,4.8
0E3CD80AXPvAibaEXe+iIJOpfrvDw/LOXzIQc4yS,7.0,6.6,6.8,6.1,8.3,6.9,7.9,6.5,9.5,5.8
0E479942XPvAibaEXe/EbCJQv4uheFVawqT5Hb/C,5.6,5.6,6.4,4.4,6.7,7.7,8.8,8.1,8.8,7.3
0E5D4F54XPvAibaEXe9S88+OcosOZsAOCzKbzEoa,5.1,2.7,7.6,5.8,5.6,7.6,5.3,8.3,5.4,3.0
0E6AF4E8XPvAibaEXe81U3VuUERFwHrbg+MIPdPV,9.0,9.8,8.6,9.0,9.0,9.7,9.9,9.9,9.8,8.4
0E7537AFXPvAibaEXe9UJtBa/m0OMr6cMlCqrcn6,8.8,8.7,7.9,6.5,7.2,9.1,9.3,6.3,9.3,7.3
0E7A4103XPvAibaEXe9QSg4kScpiF5vRR6VWq0og,7.1,8.3,6.9,6.3,6.3,7.3,6.5,8.8,6.5,5.0
0E9B5593XPvAibaEXe/f/Q1bKxMyhDWcmhjZvHKs,7.7,6.7,8.7,6.6,8.3,8.4,8.8,9.6,8.7,6.8
0EA75687XPvAibaEXe/+5dmtHXoxmqBnFbNh94Ft,8.1,6.5,6.9,6.6,8.6,8.1,8.3,6.9,8.7,6.4
0EBD2D4AXPvAibaEXe8Dld2HmzmH+uu6jESzN4z+,6.6,7.1,7.7,6.5,7.1,7.7,9.6,8.6,6.0,6.3
0ED69001XPvAibaEXe95BgJyC1XgNa/ibIGIe1RU,9.9,8.5,7.7,9.5,8.7,9.0,9.5,9.5,10.0,8.8
0EE35AD6XPvAibaEXe8IXn+MV9wqkgOVjPwGg7/9,7.6,8.1,8.2,8.7,8.9,9.7,9.5,7.5,8.1,9.5
0EECF6C7XPvAibaEXe8IsBka/KfNv325nO+dEjhm,4.8,0.0,6.3,5.8,5.6,5.6,4.9,6.2,9.5,2.1
0EF51459XPvAibaEXe9aEGgnYQHcHBj4rdS6Tk2d,7.2,8.9,7.8,8.1,8.1,6.7,8.3,8.0,6.8,8.5
0F00DACFXPvAibaEXe+MR0BPJNCxyebIVSgcjQps,8.2,8.2,7.5,7.5,7.2,7.0,7.8,7.0,5.9,6.9
0F04DA5EXPvAibaEXe98rLBMbW9WWe80/0gktK2q,8.2,7.0,6.8,6.6,7.4,8.6,9.5,9.4,9.2,7.3
0F0B3880XPvAibaEXe8C3lblh2dNnucGR/kirZnP,6.6,8.4,6.6,6.6,7.5,6.2,6.1,7.8,7.9,5.3
0F15AA08XPvAibaEXe/VnvhYBb4TNB/meRH0KUep,6.2,5.2,3.5,5.5,6.8,6.7,6.0,5.9,4.9,6.3
0F1F5D4BXPvAibaEXe+Ya8MABQC4RLmPUUWZ84+f,6.7,7.8,8.2,8.3,8.9,8.8,7.2,6.7,7.5,7.4
0F4A1AB6XPvAibaEXe+Eq5yVDvOLCsWBG6lr1YRl,7.4,8.2,5.8,7.4,9.3,7.5,8.0,7.7,6.3,7.2
0F4E2E19XPvAibaEXe+KnWgScvZ27HdNiwaSUUic,8.3,8.2,8.8,9.0,8.9,9.7,9.7,9.4,10.0,8.0
0F585819XPvAibaEXe8EWfnZTwjAD2jHtdn6WnXE,7.2,7.3,8.2,7.3,6.7,5.0,5.3,5.7,6.0,8.9
0F6668CEXPvAibaEXe+7uJh0aD4oAsBvKJEEQ3Jm,7.7,5.2,7.9,8.1,6.9,5.6,7.6,7.0,6.9,5.8
0F6C0AD4XPvAibaEXe/TRCn2Z9uQPg962gXNnShf,8.6,8.8,10.0,8.6,9.0,8.8,8.6,7.1,10.0,8.2
0F72A481XPvAibaEXe/CDMtnBauOUMXRTQE2/tpe,6.2,6.8,5.9,6.8,6.6,7.4,5.1,6.8,5.1,9.0
0F7EEFB9XPvAibaEXe9pXJcjrAt8Xkz67E7kkuBe,6.4,7.5,8.4,7.3,7.6,7.5,8.8,8.6,8.7,5.5
0F8123F4XPvAibaEXe9If6gyA/58XOOOlIY/qykc,6.9,7.7,8.7,8.4,8.4,5.1,7.6,6.3,9.0,7.8
0F89E6EDXPvAibaEXe/Ep1mHRpPbrO+lZuche+jJ,8.4,7.1,6.0,6.9,6.6,8.3,5.7,8.2,6.0,6.1
0F92557CXPvAibaEXe9176253k6Mv7DsmZGZMkgF,8.4,9.4,8.5,8.1,8.2,10.0,9.2,10.0,9.7,8.8
0F92C4BDXPvAibaEXe+NDo030EtOPB9fKHsdmpGi,8.0,7.3,7.8,6.6,7.6,6.8,7.2,8.1,8.5,6.3
0F964870XPvAibaEXe+XOEV1VJ5O23rPwoPtOBXN,7.9,6.3,5.5,6.7,7.6,6.9,8.7,8.0,6.1,5.5
0FA9B1B6XPvAibaEXe+LbSgCtk53mSf0TI7FYT2d,5.4,7.0,5.9,5.9,6.3,7.6,5.9,6.5,5.7,7.1
0FC48197XPvAibaEXe/TRCn2Z9uQPpqXu9l/UwGZ,8.4,9.2,8.7,9.3,7.5,9.6,9.2,7.7,9.2,8.8
0FCAE681XPvAibaEXe/GvjCS9SJu0Qr+ZBKiLZG3,7.9,9.4,8.2,9.1,9.0,7.4,9.4,8.8,8.0,9.6
0FD955E7XPvAibaEXe9WkeUltvPYd31w2pNQgTBO,7.7,8.0,6.8,7.8,8.2,8.2,9.0,6.4,6.3,7.1
0FDE76E9XPvAibaEXe/ZkCDd4JXTLrBO6zdQ4uka,9.2,7.6,9.6,6.7,6.7,8.0,9.2,9.3,8.7,6.0
0FE1FB93XPvAibaEXe8Ukkk1brkJ6s7j1iT+CR/Y,9.4,9.2,8.7,8.8,9.0,9.2,9.3,9.0,9.1,9.0
0FE54F50XPvAibaEXe+RTFcnyQdP1ugQiGtVaQG/,7.6,9.6,8.8,8.7,8.5,9.6,9.1,8.8,9.3,8.0
0FF1EBB4XPvAibaEXe/FR4/Q8QxXrerEAZ0oF1KS,6.2,5.5,6.9,5.6,7.0,5.9,7.9,6.2,6.2,5.9
1001C6B2XPvAibaEXe8Ve9qXGkppSGCJVw9aoj99,6.9,8.4,8.7,7.6,8.1,7.5,8.6,6.8,7.2,6.3
1010AA74XPvAibaEXe9Rxq3EQECnGZxVvkbvpq1z,8.4,6.5,7.5,7.4,7.4,5.7,7.7,6.5,8.3,6.5
10147F28XPvAibaEXe873GBOa3btdynxWE2T7VC0,7.3,7.2,9.3,7.1,8.1,7.6,6.5,7.6,7.8,7.7
101F233DXPvAibaEXe+8xcWrHsA1KponLl2EU78E,7.7,8.6,7.5,7.5,7.3,6.6,6.6,9.0,8.0,6.0
1026D50DXPvAibaEXe9Uiu/58J7ST53WIBWZ1jYE,5.9,5.7,5.3,5.2,5.5,8.0,5.5,5.2,5.8,6.2
10284077XPvAibaEXe9V50Ts4UAUsDmSppki+qRw,8.5,7.8,7.2,6.8,7.3,6.2,5.1,7.7,6.7,5.6
102B5F0CXPvAibaEXe/ESOA28kZtDukC4mA7vWKJ,6.1,6.5,5.6,5.8,6.0,5.9,6.1,6.6,7.0,5.8
1033CB0CXPvAibaEXe8BcBqSm3bVhnZ+dwRufBYc,8.8,9.0,9.0,8.6,8.9,8.5,10.0,9.1,8.9,8.7
103EED48XPvAibaEXe8at9gGXzJnLxDdchcOJNCQ,8.5,6.4,6.1,7.7,5.6,5.9,5.4,6.3,5.3,6.7
1045A78EXPvAibaEXe8dsW93DhIODCnZ4iYHgwM/,6.7,5.0,6.8,6.3,5.5,5.5,5.1,5.0,5.1,5.9
104A822DXPvAibaEXe+3hDjf+K3BYW+15VeM7Me1,7.8,5.8,8.3,6.6,8.8,5.6,6.6,7.7,6.2,7.2
104CABC6XPvAibaEXe/4dGCOm2CBGkKhLG01+Nlj,8.3,8.8,7.9,7.9,7.7,7.9,9.2,9.3,7.0,8.8
10592E13XPvAibaEXe8GdASsTPmlXmgFyLMjEwMA,8.3,8.7,7.4,7.9,9.4,8.4,8.7,9.2,7.3,7.7
105C8BE9XPvAibaEXe8cyAoRoKB5PQq6xa0HSt/F,8.5,8.9,8.9,7.3,7.9,8.2,9.1,9.4,7.6,8.5
10634FE8XPvAibaEXe/A9ztpERERkCOgEhDWeKON,8.6,8.5,9.4,9.5,9.4,7.8,10.0,9.8,8.2,9.2
