mssv,IT001,IT003,IT004,IT005,IT007,MA003,MA004,MA005,MA006,IT002
0B14E0B3XPvAibaEXe9WkeUltvPYd/efXB9DaOem,A,A,A,A,A,A,A,A,A,1
0B312C42XPvAibaEXe9Rxq3EQECnGR9wTGJwVojS,B,B,C,C,B,B,C,C,C,1
0B42CB86XPvAibaEXe+aquNtcMIbv99lkiYwFMH9,C,C,C,C,C,A,A,B,C,0
0B44DD5FXPvAibaEXe9MnecufC0W/lktvrO5PJs9,A,A,B,A,B,B,A,A,A,1
0B572ED1XPvAibaEXe+WyjAMa+c6giNzvWUiY0bY,B,C,A,B,C,B,B,A,B,1
0B6F473CXPvAibaEXe/HJrkqSpA43Xipbmnn4TG2,B,B,C,B,B,A,A,B,B,1
0B770EDDXPvAibaEXe/OS4eb0G5N4mWykgCvQ5ep,B,A,B,C,B,B,B,B,C,1
0B82CCF5XPvAibaEXe9Xj8SSEVd/jY12Rgu3JOo2,A,A,A,A,A,C,A,A,A,1
0B8EF2B4XPvAibaEXe/HUuIVo8uCR+LcRu1I63oY,C,F,C,C,C,C,B,C,F,1
0BA90F94XPvAibaEXe+4OTPvnL5gPzvycskG3dec,C,B,B,C,B,B,A,C,B,1
0BBE84FAXPvAibaEXe8ZCBSJNuktiLx9qlHzH/pa,B,C,B,C,B,B,B,B,C,1
0BE94EA7XPvAibaEXe8xE9+hjZHGkgFZrILoUVEJ,A,B,A,B,B,A,B,A,A,1
0BF68249XPvAibaEXe8T4RHts6jRY2DkooBmXYBN,B,A,B,A,B,C,B,A,A,1
0BFEEE4BXPvAibaEXe+b6DqXDWl+u18pf4FKPL0W,A,C,B,B,B,B,A,B,B,1
0BFF8631XPvAibaEXe/JhqMYLzzrR3zo13sUE5xw,B,B,B,C,C,B,C,A,C,1
0C109FBDXPvAibaEXe+fj5Suc6/qnvamY/pGYsX4,B,F,B,B,A,B,C,A,B,1
0C14F23EXPvAibaEXe+Ssm9D7QPetO0Tq8bSIiTz,A,B,A,B,B,A,A,A,A,1
0C38BE95XPvAibaEXe+DUF+563kBvYCEG38xd2GL,A,B,B,B,A,A,A,A,A,1
0C49764AXPvAibaEXe8CZDRB45S33KYZVPakF+yZ,B,C,C,C,B,C,C,C,A,0
0C4D2DA4XPvAibaEXe/HZd2ATF04tJsAugnqQz/3,C,C,C,C,C,C,C,B,C,1
0C55F744XPvAibaEXe+L4+qEMJ/L9Xg/KtY2uB7M,B,B,C,C,C,A,A,A,C,1
0C6E74F5XPvAibaEXe91WmQmxUATiSUi3wViijTw,C,B,B,B,B,C,A,B,C,1
0C709244XPvAibaEXe+1xn1m12iBvkmQ18S46JHJ,C,B,B,C,A,A,B,B,B,1
0C71A94EXPvAibaEXe9xLM9bjmqfKT49uL0KYOwB,B,A,B,B,C,A,A,A,B,1
0C77106BXPvAibaEXe/NRwqjPAC0MErrzzQBtnng,A,B,A,B,B,C,A,B,B,1
0C79AF2FXPvAibaEXe/GgxgRg2iezlmvwIBf3n1i,A,A,A,A,A,A,A,A,A,1
0C893A49XPvAibaEXe/MFNByxh05b28wNbqwsCec,C,B,B,B,C,C,C,B,B,1
0C90FBD8XPvAibaEXe9KztDs5zkBQlorUxi1KRo5,A,A,A,A,A,A,A,A,A,1
0CA805CBXPvAibaEXe+jQfayvnobXixdI/dSeK4d,C,A,B,B,B,B,A,A,A,1
0CD1AC6BXPvAibaEXe9tVd6vhP62h3/dWX/lnb8D,B,C,B,B,B,B,A,B,B,1
0CE41879XPvAibaEXe9xO+RAnsxzc9z/6o3De3A1,B,A,A,A,A,A,B,A,A,1
0CFA91BBXPvAibaEXe9l64yhPVxhaVI7GGQ3DvFu,A,A,C,A,A,A,A,A,A,1
0D013B2CXPvAibaEXe/8VZV/juG2bW/4If+TRYUd,B,A,B,C,B,B,B,B,B,1
0D099817XPvAibaEXe/QLz2rC0qlTN31aJPhLzTb,C,B,B,C,B,C,B,B,C,1
0D250F97XPvAibaEXe/VynkpCVOuib691haCb4AO,C,C,C,B,B,B,B,C,A,1
0D25B7B4XPvAibaEXe9yRt5bXcOfsoxkwTgZfsWI,C,B,C,C,B,A,B,B,B,1
0D42CBBDXPvAibaEXe9tEkXNWDh2mmb56iMC7UDk,B,A,A,B,A,B,A,A,A,1
0D5711A8XPvAibaEXe/0WaLAM5c/YIOGjiiYt77w,C,C,C,B,C,C,C,C,C,1
0D638D19XPvAibaEXe/JhqMYLzzrRxowiJob8Ur4,C,C,B,C,C,C,C,B,C,1
0D8E347EXPvAibaEXe/6gqqbvLbYMxirR50rND05,B,B,B,C,C,C,C,A,C,1
0D980091XPvAibaEXe9u8ftW5AKWESCMlv3A+Gqi,B,B,B,B,A,A,A,A,A,1
0D9A63B9XPvAibaEXe951WuXHau+HxLHDUUfYLzw,C,B,C,B,B,C,A,B,A,1
0D9B1AFEXPvAibaEXe94sdmGYWWl8FiV/WYzNqOC,C,C,C,F,F,B,A,B,B,1
0DB31EA1XPvAibaEXe9nP2x7vQNdVabxKy545VHC,B,C,B,C,A,B,B,A,A,1
0DB73A95XPvAibaEXe9ZTltLMa5Dt6pvsO07AVTz,A,B,C,B,B,A,A,A,A,1
0DBCCDABXPvAibaEXe8FGyuwtFnKnMb43/h/1bI3,C,B,C,C,B,C,B,C,B,1
0DD436DDXPvAibaEXe+BSAh8mzSNVfF4tx39H5xl,A,B,B,B,A,B,B,C,B,1
0DE370C5XPvAibaEXe93zTruI/+aDEPB+SkJADIe,A,A,A,B,A,A,B,A,A,1
0DEECEB5XPvAibaEXe/yTqQKv0Usdd89ZSgbsVM6,A,A,A,B,A,B,B,B,B,1
0DF55F78XPvAibaEXe+aSLBxO6xKaEOh5GBN+Hmw,A,A,A,A,B,A,A,A,A,1
0DFFA3DAXPvAibaEXe9tz4fJBCYpd/Cjeu9MznLI,C,B,A,C,A,B,B,B,A,1
0E005675XPvAibaEXe9m0F2yptF5U4Q4jth/B4mp,C,B,F,C,B,B,C,B,C,1
0E008ABCXPvAibaEXe+D/rLOK41HOqhNUVfQH22s,A,B,B,B,C,C,A,A,A,1
0E01B42BXPvAibaEXe/nw3DhNQnHfx78goHY5uai,A,B,A,B,A,C,B,B,B,1
0E03C3E0XPvAibaEXe+QQPRhm8VpXNJh15C/ICyd,A,A,A,A,A,A,C,B,A,1
0E0A43FCXPvAibaEXe/vLuL4I6ayy57+hKyQCIH2,B,A,B,A,A,B,A,A,A,1
0E1A7BB3XPvAibaEXe8rZ8NuCiCoOd1q2gA6VxWj,C,B,A,B,A,A,B,A,A,1
0E1B821FXPvAibaEXe8SRnjkoZQJQl3sz3581FoJ,A,B,B,A,A,C,B,A,C,1
0E1EC00AXPvAibaEXe/O4Y61Y5ktaDanEr+KyH+M,C,B,B,B,F,C,B,A,B,1
0E1F9B22XPvAibaEXe+Ee/bNoyDJss9tsEhQqAHs,B,B,C,F,C,B,C,B,B,0
0E23E1BFXPvAibaEXe/HavVGti21aJvlK6tbGOhG,B,C,B,C,A,A,C,B,A,1
0E24D46BXPvAibaEXe+3IeSFe/CqDLQw1YBtMG+0,C,B,C,C,B,C,B,C,C,1
0E3CC85BXPvAibaEXe/7YVAxOsMwOq19C4IZbCNV,C,B,C,C,C,C,C,F,F,0
0E3CD80AXPvAibaEXe+iIJOpfrvDw/LOXzIQc4yS,B,B,B,C,A,B,B,B,A,1
0E479942XPvAibaEXe/EbCJQv4uheFVawqT5Hb/C,C,C,C,F,B,B,A,A,A,1
0E5D4F54XPvAibaEXe9S88+OcosOZsAOCzKbzEoa,C,F,B,C,C,B,C,A,C,0
0E6AF4E8XPvAibaEXe81U3VuUERFwHrbg+MIPdPV,A,A,A,A,A,A,A,A,A,1
0E7537AFXPvAibaEXe9UJtBa/m0OMr6cMlCqrcn6,A,A,B,B,B,A,A,C,A,1
0E7A4103XPvAibaEXe9QSg4kScpiF5vRR6VWq0og,B,A,B,C,C,B,B,A,B,1
0E9B5593XPvAibaEXe/f/Q1bKxMyhDWcmhjZvHKs,B,B,A,B,A,A,A,A,A,1
0EA75687XPvAibaEXe/+5dmtHXoxmqBnFbNh94Ft,A,B,B,B,A,A,A,B,A,1
0EBD2D4AXPvAibaEXe8Dld2HmzmH+uu6jESzN4z+,B,B,B,B,B,B,A,A,C,1
0ED69001XPvAibaEXe95BgJyC1XgNa/ibIGIe1RU,A,A,B,A,A,A,A,A,A,1
0EE35AD6XPvAibaEXe8IXn+MV9wqkgOVjPwGg7/9,B,A,A,A,A,A,A,B,A,1
0EECF6C7XPvAibaEXe8IsBka/KfNv325nO+dEjhm,F,F,C,C,C,C,F,C,A,0
0EF51459XPvAibaEXe9aEGgnYQHcHBj4rdS6Tk2d,B,A,B,A,A,B,A,A,B,1
0F00DACFXPvAibaEXe+MR0BPJNCxyebIVSgcjQps,A,A,B,B,B,B,B,B,C,1
0F04DA5EXPvAibaEXe98rLBMbW9WWe80/0gktK2q,A,B,B,B,B,A,A,A,A,1
0F0B3880XPvAibaEXe8C3lblh2dNnucGR/kirZnP,B,A,B,B,B,C,C,B,B,1
0F15AA08XPvAibaEXe/VnvhYBb4TNB/meRH0KUep,C,C,F,C,B,B,C,C,F,1
0F1F5D4BXPvAibaEXe+Ya8MABQC4RLmPUUWZ84+f,B,B,A,A,A,A,B,B,B,1
0F4A1AB6XPvAibaEXe+Eq5yVDvOLCsWBG6lr1YRl,B,A,C,B,A,B,A,B,C,1
0F4E2E19XPvAibaEXe+KnWgScvZ27HdNiwaSUUic,A,A,A,A,A,A,A,A,A,1
0F585819XPvAibaEXe8EWfnZTwjAD2jHtdn6WnXE,B,B,A,B,B,C,C,C,C,1
0F6668CEXPvAibaEXe+7uJh0aD4oAsBvKJEEQ3Jm,B,C,B,A,B,C,B,B,B,1
0F6C0AD4XPvAibaEXe/TRCn2Z9uQPg962gXNnShf,A,A,A,A,A,A,A,B,A,1
0F72A481XPvAibaEXe/CDMtnBauOUMXRTQE2/tpe,C,B,C,B,B,B,C,B,C,1
0F7EEFB9XPvAibaEXe9pXJcjrAt8Xkz67E7kkuBe,C,B,A,B,B,B,A,A,A,1
0F8123F4XPvAibaEXe9If6gyA/58XOOOlIY/qykc,B,B,A,A,A,C,B,C,A,1
0F89E6EDXPvAibaEXe/Ep1mHRpPbrO+lZuche+jJ,A,B,C,B,B,A,C,A,C,1
0F92557CXPvAibaEXe9176253k6Mv7DsmZGZMkgF,A,A,A,A,A,A,A,A,A,1
0F92C4BDXPvAibaEXe+NDo030EtOPB9fKHsdmpGi,A,B,B,B,B,B,B,A,A,1
0F964870XPvAibaEXe+XOEV1VJ5O23rPwoPtOBXN,B,C,C,B,B,B,A,A,C,1
0FA9B1B6XPvAibaEXe+LbSgCtk53mSf0TI7FYT2d,C,B,C,C,C,B,C,B,C,1
0FC48197XPvAibaEXe/TRCn2Z9uQPpqXu9l/UwGZ,A,A,A,A,B,A,A,B,A,1
0FCAE681XPvAibaEXe/GvjCS9SJu0Qr+ZBKiLZG3,B,A,A,A,A,B,A,A,A,1
0FD955E7XPvAibaEXe9WkeUltvPYd31w2pNQgTBO,B,A,B,B,A,A,A,C,C,1
0FDE76E9XPvAibaEXe/ZkCDd4JXTLrBO6zdQ4uka,A,B,A,B,B,A,A,A,A,1
0FE1FB93XPvAibaEXe8Ukkk1brkJ6s7j1iT+CR/Y,A,A,A,A,A,A,A,A,A,1
0FE54F50XPvAibaEXe+RTFcnyQdP1ugQiGtVaQG/,B,A,A,A,A,A,A,A,A,1
0FF1EBB4XPvAibaEXe/FR4/Q8QxXrerEAZ0oF1KS,C,C,B,C,B,C,B,C,C,1
1001C6B2XPvAibaEXe8Ve9qXGkppSGCJVw9aoj99,B,A,A,B,A,B,A,B,B,1
1010AA74XPvAibaEXe9Rxq3EQECnGZxVvkbvpq1z,A,B,B,B,B,C,B,B,A,1
10147F28XPvAibaEXe873GBOa3btdynxWE2T7VC0,B,B,A,B,A,B,B,B,B,1
101F233DXPvAibaEXe+8xcWrHsA1KponLl2EU78E,B,A,B,B,B,B,B,A,A,1
1026D50DXPvAibaEXe9Uiu/58J7ST53WIBWZ1jYE,C,C,C,C,C,A,C,C,C,1
10284077XPvAibaEXe9V50Ts4UAUsDmSppki+qRw,A,B,B,B,B,C,C,B,B,1
102B5F0CXPvAibaEXe/ESOA28kZtDukC4mA7vWKJ,C,B,C,C,C,C,C,B,B,1
1033CB0CXPvAibaEXe8BcBqSm3bVhnZ+dwRufBYc,A,A,A,A,A,A,A,A,A,1
103EED48XPvAibaEXe8at9gGXzJnLxDdchcOJNCQ,A,C,C,B,C,C,C,C,C,1
1045A78EXPvAibaEXe8dsW93DhIODCnZ4iYHgwM/,B,C,B,C,C,C,C,C,C,1
104A822DXPvAibaEXe+3hDjf+K3BYW+15VeM7Me1,B,C,A,B,A,C,B,B,C,1
104CABC6XPvAibaEXe/4dGCOm2CBGkKhLG01+Nlj,A,A,B,B,B,B,A,A,B,1
10592E13XPvAibaEXe8GdASsTPmlXmgFyLMjEwMA,A,A,B,B,A,A,A,A,B,1
105C8BE9XPvAibaEXe8cyAoRoKB5PQq6xa0HSt/F,A,A,A,B,B,A,A,A,B,1
10634FE8XPvAibaEXe/A9ztpERERkCOgEhDWeKON,A,A,A,A,A,B,A,A,A,1
106D2FC7XPvAibaEXe/CDMtnBauOUDxqHwr1XP6y,A,C,C,B,B,C,B,B,B,1
1083A68CXPvAibaEXe/TOGeH6x1BlYSHmoQnOl55,A,B,C,C,B,A,C,C,B,1
1090AC8FXPvAibaEXe87cFnqlCoR2eca6yODCtqF,A,C,B,C,C,A,B,B,A,1
10993663XPvAibaEXe/el9TRAKM7gZ631cv+oW2P,C,B,B,B,A,A,A,A,A,1
10A3EDAFXPvAibaEXe9Fr9h5GPmfNQRl+8PSRz+N,A,A,A,A,A,B,A,A,A,1
10B04496XPvAibaEXe9mpn5IvDinRzeHLF+uxMuO,A,A,A,B,A,A,B,A,A,1
10BD97DCXPvAibaEXe+eRvTdABjaufPb8N/g0Sjf,B,B,A,A,A,B,B,A,B,1
10C5AB42XPvAibaEXe+NFoCjcOelGWJD23ni0XvO,B,B,C,B,C,C,C,C,B,1
10D66DE9XPvAibaEXe/sDxpKTuGnIA9sAWIq7IQT,B,B,C,B,A,B,A,B,B,1
10E59E76XPvAibaEXe998fVikzcJIr3mNM3FOo5P,C,C,C,C,C,B,B,C,C,1
10F21DF8XPvAibaEXe/Wt8E7RL2wg+cDkGn+ULfc,F,C,B,C,B,C,A,C,C,1
10F59902XPvAibaEXe/4YH02BDnyTnRuqR2v6Q1C,A,A,B,B,A,B,A,A,A,1
1100645FXPvAibaEXe/iqucx09gCDOTguKuyFTF1,B,C,C,B,B,A,A,A,A,1
1114EF6FXPvAibaEXe8zAo0wu8vadmgXgKBiB/wp,C,B,C,C,B,C,B,B,C,1
1114F74EXPvAibaEXe+6333OdPqlxq+FqgSGqzrM,C,C,C,B,F,C,C,C,F,0
111806E3XPvAibaEXe8IGiiWauHvTC9XSEKDxAv0,B,A,B,C,A,C,B,C,C,1
11261CCAXPvAibaEXe/LvKmPOy7w5zZfHv6Q5Cro,A,B,B,B,A,A,A,A,A,1
1129A056XPvAibaEXe/IJyK0OmpUJ9ENgOx7/Lpg,C,C,A,F,C,C,C,C,C,1
1141598AXPvAibaEXe/pnXUIwMJHJoKjMft6e6Oo,C,C,C,B,F,B,C,F,C,1
11468E71XPvAibaEXe+g3Xy9tRX9oi1T9xGG8L+4,C,C,B,C,B,C,B,B,C,0
11581EACXPvAibaEXe9p2uXWEeSl6iDxUIcLP8qa,B,B,B,B,A,B,B,B,C,1
11606E3DXPvAibaEXe9rbQR8nwnz2P7/nhFwpf4X,B,A,A,B,A,C,B,C,B,1
11713007XPvAibaEXe8IsBka/KfNv6hhHm5RPcZv,B,C,B,B,C,B,A,B,A,1
11724957XPvAibaEXe/4brcB/U30UtoqKYwDKKlQ,A,B,B,B,B,F,A,B,A,1
118C64BBXPvAibaEXe/Ep1mHRpPbrLvgnj8o+YnO,B,A,B,A,B,B,B,A,A,1
11915293XPvAibaEXe8ElCvsRaR7dwrp343Arzsz,C,B,C,C,C,C,A,A,C,1
1191A2E9XPvAibaEXe8EWfnZTwjAD2XBn3NCLmMI,A,B,C,A,A,B,A,A,A,1
1192C39AXPvAibaEXe+fW1Bg/roenJznRHzEcUml,A,A,B,A,B,C,C,C,C,1
1192D8B5XPvAibaEXe/IDqkIV3HZqhcMNXp0amYk,B,B,C,B,B,C,A,A,A,1
11A997D7XPvAibaEXe+NDJhRHiaomek63bkrNRWH,B,A,A,B,B,A,A,A,A,1
11BD93B4XPvAibaEXe+tSA7t7USLJ5TG0uul1pVK,C,B,B,B,B,B,B,A,B,1
11D78A98XPvAibaEXe8PDON+Luwt5VBOf2V3ZL2a,A,A,A,B,A,A,A,A,A,1
11DBAB25XPvAibaEXe+LbSgCtk53mZyeDmgqgBLK,B,B,A,B,B,B,A,B,C,1
11E7F39CXPvAibaEXe/ySB38mc1TIaaTZ6BMQJPf,A,A,A,A,A,A,A,A,A,1
120E8916XPvAibaEXe8zDsaHJ0+9rbugcEt8WQrI,A,A,A,A,A,A,A,A,A,1
12156282XPvAibaEXe9bxIU3EBW/LlTL60Y2/ThD,B,A,A,A,A,C,A,A,B,1
121674AAXPvAibaEXe+n07P56kWx2G0ogfLgphPa,A,A,C,B,B,B,A,A,C,1
1216FD23XPvAibaEXe9i7Lm5hcsAn0w5am+Ugp5M,A,A,B,B,B,C,C,B,C,1
1218E0D0XPvAibaEXe+9uXUaDIzyiBcVFEgN5DY7,C,B,B,B,A,B,A,B,B,1
121BF050XPvAibaEXe9mNMzpS14Vgd5LRnFi5Ayv,C,C,C,C,B,C,B,C,B,1
12366023XPvAibaEXe+PhKfQb0+XJ9/8933Iy6CC,C,C,C,C,C,C,C,C,B,1
1247ED4DXPvAibaEXe+cHzUfz4Xujn/gx/i2Cqe+,C,C,C,C,C,C,B,F,C,0
1248CA30XPvAibaEXe+Ee/bNoyDJsjrgUqpNJOQ6,C,F,F,C,C,C,B,F,C,0
124C9BCAXPvAibaEXe8riuHWhiKRR/A/QE2oYQQD,C,C,B,B,B,C,B,B,B,1
1252CDC5XPvAibaEXe/Ep1mHRpPbrAWrtiD/zDbo,B,C,B,B,B,C,A,B,C,1
1255E163XPvAibaEXe9R53Fu3buHyXAPF0RS0FNs,B,A,C,B,B,B,A,B,C,1
1259DF68XPvAibaEXe8mAGU8TlDzstvMWpi6TAQo,B,A,A,B,A,A,C,B,A,1
1266DD89XPvAibaEXe+6mZaWgr2AGdOFEvYqur/p,A,A,A,C,A,A,A,A,A,1
12798368XPvAibaEXe8OUmHa5DLhUSrjSTB7BQvT,B,A,A,A,A,B,A,A,A,1
1284DE58XPvAibaEXe+oM1KMvbbnDETxQPWUtba/,B,C,C,B,C,C,C,C,C,1
128BEA13XPvAibaEXe9kkdDkOt5iFomW++0EMyBm,A,A,C,B,C,C,A,B,C,1
128DE61BXPvAibaEXe8W5nMA7T0c8gZOZ3TN726N,A,A,A,A,B,A,A,A,A,1
12C6CEBDXPvAibaEXe8HWu5TvPOfaHJ8WggqhfpV,B,B,C,A,B,B,B,B,C,1
12D1911BXPvAibaEXe/w5GZwSM37/9pf8pXLN2MQ,B,A,A,A,A,B,A,B,A,1
12D5D4D7XPvAibaEXe/O4Y61Y5ktaHL6aG70LLZR,B,C,C,B,F,C,C,C,F,1
12E45152XPvAibaEXe9r7HFHeYfyENee55PtQYNe,C,B,C,B,A,B,C,B,A,1
12F9CA53XPvAibaEXe9c74uZL4Z38Hr2L/4xPFEN,B,C,C,C,B,B,C,F,C,1
13028F10XPvAibaEXe+4OTPvnL5gP5DF3K0bCdr0,B,B,B,A,B,B,C,C,C,1
1308511EXPvAibaEXe87zPkGv/PdbpaE6yU8ahwD,C,B,F,F,F,F,F,F,F,0
13163C65XPvAibaEXe/tHzSgYcYugizTzswudkdg,B,B,B,B,B,B,C,C,C,1
133CDE62XPvAibaEXe9cUsS4F6r57TDBONjTRSZn,A,B,A,A,A,A,A,A,A,1
133FDAEAXPvAibaEXe9fwH3SYO7GzeL5oKA2aogp,B,C,C,B,A,F,A,B,B,0
1341EFFDXPvAibaEXe+m4TIigwhBB1SEozhT0EVe,A,B,B,A,A,B,C,A,C,1
1347E60AXPvAibaEXe+RQyZpP6sq6uLPxtl0D9bE,B,B,B,C,A,B,A,A,A,1
134BC122XPvAibaEXe8H3WiBIMjs791ukixsQhPx,C,C,C,C,B,C,C,B,A,1
134D7956XPvAibaEXe8ElCvsRaR7dxA6+OKgOQMj,C,B,C,C,C,C,A,B,C,1
135B0E59XPvAibaEXe9zkQY6ucuvgNaaVv2O91yq,B,B,A,B,A,B,B,A,A,1
1363A2B0XPvAibaEXe+LbSgCtk53mQ3eIJ0XIhU9,C,C,C,C,C,B,C,C,C,0
13655380XPvAibaEXe/X5qOvA9deFSqB+D+B3Wl4,A,A,A,A,A,A,A,A,A,1
137EC383XPvAibaEXe9oUUIaLtVKvVlz48RSTDZC,C,B,F,F,F,C,C,B,B,0
1382AC06XPvAibaEXe88ZV91oZ7/ptuWLFfr1jbZ,B,B,A,B,B,B,C,A,A,1
1382F827XPvAibaEXe/c+AA7R58MUzM2Cg/fmw84,A,A,A,B,B,B,C,B,A,1
138FA3C0XPvAibaEXe+ckxeBGrfRpHnoDfTLmEvX,B,B,C,C,C,B,A,B,A,1
13938ECDXPvAibaEXe+MmAntcCanjCp+h90ZbrNL,C,B,A,A,A,A,A,A,B,1
13ADB455XPvAibaEXe+szMHbfc71UOQo/ZgHnhDJ,A,A,A,A,A,B,B,A,A,1
13B852D5XPvAibaEXe+wL6o6OKEYkMZ7PhyGwO4e,A,A,A,A,A,A,A,A,B,1
13C6A6DDXPvAibaEXe+M91Hzrx3qMNwrhWKG+RJt,A,B,C,B,B,A,A,A,A,1
13CD8C0DXPvAibaEXe/tHzSgYcYuglyjSQbR57Y/,B,A,A,A,A,A,A,A,A,1
13D3B806XPvAibaEXe/OS4eb0G5N4lBAhY+lVQgb,B,A,B,C,C,B,A,A,A,1
13D900A2XPvAibaEXe97wmuqTYuV7bJOKimbzKxM,A,C,B,B,B,C,B,A,A,1
13F8D600XPvAibaEXe+pRrseqS9RoYfJgoS5lelo,A,B,B,B,A,B,A,B,A,1
13F96036XPvAibaEXe9d4LQb7PSjpuCzPtvH/htA,B,A,A,B,B,B,C,B,B,1
13F96CB9XPvAibaEXe917PYvJ9Jl7XQzUIJM8/Gf,C,C,B,B,C,B,B,B,B,1
13FCABD2XPvAibaEXe9oUUIaLtVKvYN28vhdo4QV,B,A,A,A,A,A,A,A,A,1
141697FAXPvAibaEXe+UUQWJxakK0lhbKY/5ME+I,A,A,A,A,A,A,A,A,A,1
1419997DXPvAibaEXe8vzv/aZ4Qa6VwY8klzdMQO,A,A,C,B,B,A,A,C,A,1
141CC052XPvAibaEXe/H+uP+7B7A0N0JlxuKSNFf,B,B,B,B,A,A,A,F,A,1
1426FF57XPvAibaEXe8OUmHa5DLhUfHABLhGFM7s,C,C,B,B,A,A,A,B,A,1
143452A8XPvAibaEXe8eipYZNlRNftmm0GNhMFhf,B,C,B,B,C,C,B,C,F,1
1436571AXPvAibaEXe8HxoLOw72ZIHe6w38Td9cn,B,C,B,C,B,B,B,B,B,1
14497BCEXPvAibaEXe/ly4CLNSveRIKJpr/Dm14e,A,A,A,A,A,A,B,B,A,1
1449DECBXPvAibaEXe/1dZRxYPjNEBilQdngsgmn,A,A,A,A,A,A,A,A,A,1
145955E6XPvAibaEXe+L7yr6xo33KgiS+3SCnOTa,B,A,A,B,B,C,A,A,B,1
146A34E5XPvAibaEXe9Tdz4CswjA13D0emhIm6k2,A,C,C,B,B,B,B,B,B,0
14784B12XPvAibaEXe/dwL/4ibPSsjayKvin5szY,C,B,B,B,A,C,A,B,A,1
1495CAB7XPvAibaEXe8++PXLWOU+ZNQqUWx4DxbM,C,B,C,B,B,B,B,B,C,1
14ADB64AXPvAibaEXe99wore2o79WvPgKzNgtq8R,A,A,A,A,A,B,A,B,A,1
14B98014XPvAibaEXe++6Ju+6+XUgw8g6rIYvkdT,B,A,A,A,A,B,A,A,B,1
14EB4A71XPvAibaEXe8eipYZNlRNfssEJf/rzLsx,F,F,F,C,F,F,C,F,F,1
14EEA146XPvAibaEXe/2sgPA+OKAks3AV3zsZSFH,A,A,A,A,A,A,A,A,A,1
14FA1A7EXPvAibaEXe86Rqk7wH1x9PLV905GnvBj,F,F,A,C,B,F,C,C,C,1
14FBC362XPvAibaEXe9tNeZtU5umq1GhRtjij6EV,A,A,A,A,B,A,A,A,A,1
1514F52EXPvAibaEXe82B8VnNvUD6CkE/QMvqqSy,A,A,A,A,A,A,B,A,A,1
15193C7CXPvAibaEXe+QrwS/gm46TWVTnH3JiPxv,B,B,B,B,F,C,B,B,B,1
15265D5AXPvAibaEXe9MnecufC0W/gKo6J+oNWGX,A,A,A,A,B,A,A,A,A,1
1527157FXPvAibaEXe+IHpyKtVpYLJ/G87k8KzWJ,B,B,C,C,C,B,A,B,A,1
152D0E20XPvAibaEXe99cj54RqRPPyYJWfDsxlm5,B,C,C,B,B,A,B,C,A,1
153D9C62XPvAibaEXe+oo0hccQuSuNUsz250V3Qk,A,C,B,C,B,B,A,C,B,1
15463ACBXPvAibaEXe/UmsX+Yo/cn1N4h27qOeMK,A,B,B,B,B,C,A,A,B,1
156479CCXPvAibaEXe/GIu0V6tRrkybzm81Oy8IU,A,A,A,B,A,A,A,B,B,1
1567EF81XPvAibaEXe+l62icawnoYpbOqkYjvkxQ,B,C,F,B,F,C,C,F,B,1
158AD701XPvAibaEXe9afbyrOJH5CBOTQmYnFjFX,B,C,C,C,C,B,C,C,C,1
15911153XPvAibaEXe+NFoCjcOelGcGIiUPm6x3r,B,A,B,A,A,A,A,A,A,1
1594A858XPvAibaEXe8YlvtcvZCDlV3AYBmyr/Kn,B,C,C,C,B,C,A,B,A,1
15BB8A69XPvAibaEXe/HUzLtjodNT22Bm+O0TTdr,B,C,A,B,B,F,A,C,C,1
15C0F9D5XPvAibaEXe+J+IMbPBeTHB5gC09ETBJb,B,A,A,A,A,A,A,A,A,1
15C3C23FXPvAibaEXe/yTqQKv0UsdSFwdc3I1baY,B,A,B,B,A,B,A,B,C,1
15CDCD20XPvAibaEXe9zkQY6ucuvgJYrkaMd8KRz,C,B,C,C,C,B,A,A,A,1
15D699A1XPvAibaEXe/X5uT1FaYTT/OqOQ2vqYPY,B,A,C,B,A,B,A,A,C,1
15D6A854XPvAibaEXe+IUXdezTp2c5CIqoxuzpRI,B,A,A,A,B,A,A,A,B,1
161E7A75XPvAibaEXe/R8wKTWV7vqlcE5UjUsCok,B,B,B,B,A,B,B,B,A,1
162192A2XPvAibaEXe+eVpqlotVS6c6ZDCcX4/2t,B,B,C,C,F,C,A,C,A,1
16260AB5XPvAibaEXe9klODFLmnXjeKQoCpUBXpH,A,A,B,B,A,B,A,A,A,1
162B997EXPvAibaEXe8dZIB3odxynvLl7gPAdm0t,A,A,A,A,A,A,B,B,B,1
162BA150XPvAibaEXe8oT/p9f7Hpvdl+ry/t76zh,A,B,C,B,B,C,C,A,B,1
162C363AXPvAibaEXe/Fuy4XnWnIVtR8zUj+Th6H,C,C,C,B,C,B,A,B,B,1
16330429XPvAibaEXe/6es9ZTmhAJYovsQOSNcAx,A,B,A,A,A,A,A,A,A,1
16424E36XPvAibaEXe/Hd2nFsMs4VPf6MbfpNKbj,A,B,A,B,B,B,A,B,A,1
165A1DB1XPvAibaEXe8M37suqoe4CSMqLdV9Z+sP,B,B,B,A,A,C,A,C,B,1
165CB683XPvAibaEXe+ywvHYTnIXuJP2gfRl7KeL,B,C,A,B,B,C,B,B,A,1
